"","participant.id_in_session","participant.code","participant.label","participant._current_page_name","participant.time_started_utc","age","gender","education","income","dataScience","dataTeach","1.player.rating0","1.player.vignetteNumber","1.player.order_behavior_types","2.player.rating0","2.player.vignetteNumber","2.player.order_behavior_types","3.player.rating0","3.player.vignetteNumber","3.player.order_behavior_types","4.player.rating0","4.player.vignetteNumber","4.player.order_behavior_types","5.player.rating0","5.player.vignetteNumber","5.player.order_behavior_types","6.player.rating0","6.player.vignetteNumber","6.player.order_behavior_types","7.player.rating0","7.player.vignetteNumber","7.player.order_behavior_types","8.player.rating0","8.player.vignetteNumber","8.player.order_behavior_types","9.player.rating0","9.player.vignetteNumber","9.player.order_behavior_types","10.player.rating0","10.player.vignetteNumber","10.player.order_behavior_types","11.player.rating0","11.player.vignetteNumber","11.player.order_behavior_types","12.player.rating0","12.player.vignetteNumber","12.player.order_behavior_types","13.player.rating0","13.player.vignetteNumber","13.player.order_behavior_types","14.player.rating0","14.player.vignetteNumber","14.player.order_behavior_types","15.player.rating0","15.player.vignetteNumber","15.player.order_behavior_types","16.player.rating0","16.player.vignetteNumber","16.player.order_behavior_types","footprint.regional","footprint.recycling","footprint.diet","footprint.travel.car","footprint.travel.bus","footprint.travel.train","footprint.flying","footprint.electricity","total_co2","conservative_liberal","age_year","climate_change_concern1","climate_change_concern2","climate_change_concern3","climate_change_concern4","policy_item1","policy_item2","policy_item3","policy_item4","policy_item5","policy_item6","policy_item7","policy_item8","policy_item9","policy_item10","policy_item11","policy_item12","cc_concern.mean","conservative_liberal.binary","policy.support.total","policy.car","policy.flying","policy.RE","policy.meat","policy.recycle","policy.regional_food","policies.subsidies","policies.taxes"
"11",11,"o6y9n83k","5eaf0f7a12e7015e515672f5","end","2023-10-27 15:41:56.873446",21,"Female","Higher education (Bachelor, Master, PhD)","> 45.001£",1,1,4,15,"['Vacation', 'Commute', 'Electricity', 'Food', 'Recycling', 'Diet']",1,12,"['Commute', 'Recycling', 'Electricity', 'Diet', 'Food', 'Vacation']",1,0,"['Diet', 'Food', 'Recycling', 'Vacation', 'Commute', 'Electricity']",5,3,"['Diet', 'Food', 'Recycling', 'Vacation', 'Electricity', 'Commute']",4,11,"['Diet', 'Vacation', 'Commute', 'Electricity', 'Food', 'Recycling']",3,13,"['Electricity', 'Vacation', 'Recycling', 'Commute', 'Diet', 'Food']",5,5,"['Recycling', 'Electricity', 'Diet', 'Food', 'Commute', 'Vacation']",5,2,"['Recycling', 'Commute', 'Electricity', 'Vacation', 'Diet', 'Food']",5,10,"['Food', 'Diet', 'Recycling', 'Commute', 'Electricity', 'Vacation']",5,7,"['Vacation', 'Electricity', 'Diet', 'Food', 'Commute', 'Recycling']",7,14,"['Commute', 'Vacation', 'Recycling', 'Diet', 'Electricity', 'Food']",5,6,"['Vacation', 'Diet', 'Electricity', 'Commute', 'Recycling', 'Food']",6,9,"['Electricity', 'Vacation', 'Recycling', 'Commute', 'Food', 'Diet']",4,1,"['Vacation', 'Commute', 'Electricity', 'Food', 'Recycling', 'Diet']",6,8,"['Diet', 'Recycling', 'Vacation', 'Electricity', 'Food', 'Commute']",5,4,"['Commute', 'Food', 'Electricity', 'Recycling', 'Diet', 'Vacation']",-0.11,-0.0575,2.282,0,0.1555,0.0729,6.74,0.6988837,9.8,5,2001,3,5,4,5,7,3,4,1,2,1,1,2,3,5,4,1,4.25,"left-leaning",2.83333333333333,5,2.5,1.5,1.5,4,2.5,4,1.66666666666667
"12",12,"1n85v27b","5d380e7c0322fd0018f3f9cd","end","2023-10-27 15:42:19.566145",30,"Female","Higher education (Bachelor, Master, PhD)","23.001£ to 30.500£",1,1,7,1,"['Food', 'Diet', 'Recycling', 'Vacation', 'Electricity', 'Commute']",7,10,"['Recycling', 'Diet', 'Vacation', 'Food', 'Electricity', 'Commute']",8,3,"['Diet', 'Electricity', 'Commute', 'Recycling', 'Food', 'Vacation']",7,9,"['Recycling', 'Electricity', 'Vacation', 'Diet', 'Food', 'Commute']",8,14,"['Diet', 'Vacation', 'Electricity', 'Food', 'Recycling', 'Commute']",3,0,"['Vacation', 'Diet', 'Electricity', 'Food', 'Recycling', 'Commute']",8,5,"['Recycling', 'Electricity', 'Diet', 'Commute', 'Food', 'Vacation']",7,8,"['Commute', 'Recycling', 'Vacation', 'Food', 'Electricity', 'Diet']",7,7,"['Diet', 'Electricity', 'Vacation', 'Food', 'Recycling', 'Commute']",7,11,"['Food', 'Diet', 'Vacation', 'Recycling', 'Electricity', 'Commute']",7,2,"['Food', 'Diet', 'Vacation', 'Commute', 'Electricity', 'Recycling']",9,15,"['Recycling', 'Commute', 'Electricity', 'Food', 'Vacation', 'Diet']",4,13,"['Commute', 'Diet', 'Recycling', 'Electricity', 'Vacation', 'Food']",3,12,"['Electricity', 'Commute', 'Food', 'Recycling', 'Vacation', 'Diet']",5,6,"['Recycling', 'Electricity', 'Food', 'Diet', 'Commute', 'Vacation']",4,4,"['Recycling', 'Vacation', 'Commute', 'Electricity', 'Diet', 'Food']",-0.11,-0.0575,2.282,1.0872,0,0,0.9,1.294697,5.4,4,1992,3,5,5,6,6,3,6,1,6,1,1,1,2,6,4,1,4.75,"left-leaning",3.16666666666667,4.5,3.5,3.5,1,4,2.5,4.83333333333333,1.5
"13",13,"gpfcjyt5","6043e7baeea596429e6dd9e3","end","2023-10-27 15:42:37.476067",54,"Female","Compulsory education","< 18.000£",1,1,5,7,"['Food', 'Commute', 'Recycling', 'Electricity', 'Diet', 'Vacation']",2,1,"['Vacation', 'Commute', 'Recycling', 'Food', 'Electricity', 'Diet']",7,14,"['Commute', 'Vacation', 'Recycling', 'Food', 'Diet', 'Electricity']",7,8,"['Vacation', 'Diet', 'Recycling', 'Food', 'Commute', 'Electricity']",6,6,"['Electricity', 'Commute', 'Food', 'Recycling', 'Diet', 'Vacation']",6,3,"['Recycling', 'Diet', 'Commute', 'Vacation', 'Food', 'Electricity']",4,10,"['Diet', 'Commute', 'Vacation', 'Recycling', 'Food', 'Electricity']",7,15,"['Recycling', 'Diet', 'Vacation', 'Food', 'Commute', 'Electricity']",7,5,"['Electricity', 'Food', 'Recycling', 'Vacation', 'Commute', 'Diet']",6,2,"['Diet', 'Food', 'Recycling', 'Vacation', 'Commute', 'Electricity']",6,9,"['Vacation', 'Recycling', 'Food', 'Electricity', 'Commute', 'Diet']",6,13,"['Food', 'Electricity', 'Vacation', 'Recycling', 'Commute', 'Diet']",6,11,"['Food', 'Vacation', 'Commute', 'Electricity', 'Recycling', 'Diet']",6,4,"['Recycling', 'Vacation', 'Food', 'Commute', 'Diet', 'Electricity']",6,12,"['Commute', 'Recycling', 'Food', 'Vacation', 'Diet', 'Electricity']",1,0,"['Diet', 'Food', 'Recycling', 'Electricity', 'Commute', 'Vacation']",-0.22,-0.0575,2.282,0.2726,0.1555,0,0,1.294697,3.7,6,1969,2,3,4,3,7,2,3,2,7,1,1,7,1,7,6,1,3,"right-leaning",3.75,4.5,2.5,4,4,4,3.5,6.16666666666667,1.33333333333333
"14",14,"zo2jisvm","5f490578022f3f2d80b83975","end","2023-10-27 15:43:23.029446",44,"Female","Further education","< 18.000£",1,1,5,7,"['Vacation', 'Electricity', 'Commute', 'Recycling', 'Food', 'Diet']",3,4,"['Commute', 'Vacation', 'Food', 'Diet', 'Recycling', 'Electricity']",3,13,"['Diet', 'Recycling', 'Vacation', 'Commute', 'Electricity', 'Food']",4,8,"['Vacation', 'Commute', 'Diet', 'Food', 'Electricity', 'Recycling']",4,9,"['Commute', 'Vacation', 'Electricity', 'Diet', 'Recycling', 'Food']",4,6,"['Food', 'Diet', 'Commute', 'Electricity', 'Recycling', 'Vacation']",7,15,"['Food', 'Electricity', 'Vacation', 'Commute', 'Recycling', 'Diet']",1,0,"['Diet', 'Food', 'Recycling', 'Electricity', 'Commute', 'Vacation']",2,10,"['Electricity', 'Commute', 'Diet', 'Recycling', 'Vacation', 'Food']",7,14,"['Food', 'Vacation', 'Commute', 'Recycling', 'Diet', 'Electricity']",6,11,"['Vacation', 'Commute', 'Recycling', 'Electricity', 'Diet', 'Food']",2,1,"['Diet', 'Electricity', 'Recycling', 'Food', 'Vacation', 'Commute']",4,12,"['Food', 'Commute', 'Vacation', 'Recycling', 'Electricity', 'Diet']",5,2,"['Diet', 'Food', 'Commute', 'Recycling', 'Vacation', 'Electricity']",6,3,"['Recycling', 'Commute', 'Vacation', 'Electricity', 'Diet', 'Food']",6,5,"['Food', 'Electricity', 'Vacation', 'Diet', 'Commute', 'Recycling']",-0.11,-0.0575,2.282,0.2726,0,0,0,1.294697,3.7,4,1979,4,4,4,4,7,1,5,3,6,1,1,7,1,7,7,1,4,"left-leaning",3.91666666666667,4,4,3.5,4,4,4,6.5,1.33333333333333
"15",15,"oib0yyxp","5c51d3e6a163ac0001721273","end","2023-10-27 15:44:27.198697",47,"Male","Higher education (Bachelor, Master, PhD)","18.000£ to 23.000£",1,1,4,4,"['Food', 'Vacation', 'Recycling', 'Commute', 'Electricity', 'Diet']",5,3,"['Vacation', 'Electricity', 'Diet', 'Commute', 'Recycling', 'Food']",5,5,"['Food', 'Diet', 'Vacation', 'Electricity', 'Commute', 'Recycling']",5,12,"['Food', 'Electricity', 'Recycling', 'Commute', 'Diet', 'Vacation']",4,7,"['Commute', 'Recycling', 'Food', 'Vacation', 'Electricity', 'Diet']",5,11,"['Diet', 'Food', 'Recycling', 'Commute', 'Vacation', 'Electricity']",4,10,"['Commute', 'Food', 'Recycling', 'Electricity', 'Diet', 'Vacation']",5,2,"['Recycling', 'Food', 'Commute', 'Vacation', 'Diet', 'Electricity']",4,9,"['Food', 'Commute', 'Diet', 'Electricity', 'Recycling', 'Vacation']",5,14,"['Food', 'Vacation', 'Diet', 'Electricity', 'Commute', 'Recycling']",5,8,"['Electricity', 'Recycling', 'Vacation', 'Diet', 'Food', 'Commute']",4,13,"['Recycling', 'Electricity', 'Commute', 'Diet', 'Vacation', 'Food']",2,0,"['Recycling', 'Commute', 'Vacation', 'Food', 'Diet', 'Electricity']",6,15,"['Commute', 'Electricity', 'Food', 'Vacation', 'Recycling', 'Diet']",3,1,"['Vacation', 'Commute', 'Food', 'Diet', 'Recycling', 'Electricity']",5,6,"['Diet', 'Vacation', 'Food', 'Recycling', 'Electricity', 'Commute']",-0.22,-0.0575,1.234,1.0872,0,0,0,0.1031,2.1,4,1976,5,6,6,6,6,2,6,6,6,2,6,7,3,7,7,5,5.75,"left-leaning",5.25,4,6,4,6.5,5,6,6.5,4
"16",16,"e5zi9vp4","5c49d339b43d260001e4dbcb","end","2023-10-27 15:44:36.034769",46,"Male","Compulsory education","> 45.001£",1,1,7,4,"['Electricity', 'Recycling', 'Diet', 'Commute', 'Food', 'Vacation']",3,2,"['Food', 'Commute', 'Electricity', 'Vacation', 'Diet', 'Recycling']",5,5,"['Recycling', 'Electricity', 'Commute', 'Food', 'Vacation', 'Diet']",2,1,"['Commute', 'Diet', 'Vacation', 'Electricity', 'Recycling', 'Food']",2,9,"['Food', 'Commute', 'Diet', 'Vacation', 'Electricity', 'Recycling']",3,6,"['Vacation', 'Electricity', 'Food', 'Recycling', 'Commute', 'Diet']",4,8,"['Electricity', 'Vacation', 'Commute', 'Diet', 'Recycling', 'Food']",3,12,"['Commute', 'Food', 'Diet', 'Recycling', 'Vacation', 'Electricity']",7,10,"['Diet', 'Commute', 'Recycling', 'Vacation', 'Electricity', 'Food']",5,3,"['Food', 'Vacation', 'Commute', 'Diet', 'Recycling', 'Electricity']",4,0,"['Diet', 'Food', 'Vacation', 'Commute', 'Electricity', 'Recycling']",5,7,"['Commute', 'Recycling', 'Food', 'Diet', 'Vacation', 'Electricity']",4,13,"['Diet', 'Vacation', 'Commute', 'Recycling', 'Food', 'Electricity']",4,14,"['Food', 'Diet', 'Vacation', 'Recycling', 'Commute', 'Electricity']",6,15,"['Vacation', 'Electricity', 'Recycling', 'Commute', 'Food', 'Diet']",4,11,"['Diet', 'Commute', 'Food', 'Vacation', 'Recycling', 'Electricity']",-0.11,-0.0575,2.282,2.0414,0,0,0.9,1.294697,6.3,5,1977,6,6,6,6,5,4,5,5,5,5,4,5,5,5,5,5,6,"left-leaning",4.83333333333333,4.5,5,5,4.5,5,5,5,4.66666666666667
"17",17,"h3obauyz","5b9d05862299630001406f88","end","2023-10-27 15:44:42.383175",64,"Female","Further education","< 18.000£",1,1,5,10,"['Diet', 'Vacation', 'Electricity', 'Recycling', 'Commute', 'Food']",6,5,"['Vacation', 'Electricity', 'Food', 'Recycling', 'Diet', 'Commute']",6,3,"['Food', 'Vacation', 'Diet', 'Electricity', 'Commute', 'Recycling']",1,0,"['Commute', 'Vacation', 'Recycling', 'Food', 'Diet', 'Electricity']",6,7,"['Recycling', 'Electricity', 'Food', 'Diet', 'Vacation', 'Commute']",4,6,"['Diet', 'Commute', 'Recycling', 'Vacation', 'Food', 'Electricity']",5,12,"['Food', 'Commute', 'Vacation', 'Diet', 'Electricity', 'Recycling']",6,14,"['Recycling', 'Food', 'Vacation', 'Diet', 'Commute', 'Electricity']",6,15,"['Vacation', 'Recycling', 'Food', 'Commute', 'Diet', 'Electricity']",5,11,"['Commute', 'Food', 'Recycling', 'Electricity', 'Vacation', 'Diet']",4,4,"['Food', 'Commute', 'Recycling', 'Electricity', 'Diet', 'Vacation']",2,1,"['Recycling', 'Vacation', 'Diet', 'Electricity', 'Food', 'Commute']",5,9,"['Commute', 'Food', 'Diet', 'Vacation', 'Electricity', 'Recycling']",3,13,"['Recycling', 'Vacation', 'Food', 'Commute', 'Diet', 'Electricity']",4,8,"['Diet', 'Vacation', 'Food', 'Recycling', 'Electricity', 'Commute']",5,2,"['Recycling', 'Diet', 'Vacation', 'Electricity', 'Food', 'Commute']",-0.44,-0.0575,1.431,0,0.1555,0.0729,0.36,0.6988837,1.9,2,1959,6,6,6,6,7,7,4,5,6,6,7,4,6,7,5,7,6,"left-leaning",5.91666666666667,7,4.5,6,5.5,6.5,6,5.5,6.33333333333333
"18",18,"93guuqb0","64835b5840bc93bf8c400aeb","end","2023-10-27 15:44:43.847524",58,"Female","Higher education (Bachelor, Master, PhD)","18.000£ to 23.000£",1,1,7,6,"['Recycling', 'Food', 'Vacation', 'Electricity', 'Diet', 'Commute']",9,15,"['Vacation', 'Diet', 'Recycling', 'Food', 'Commute', 'Electricity']",6,10,"['Food', 'Vacation', 'Electricity', 'Recycling', 'Commute', 'Diet']",3,1,"['Food', 'Vacation', 'Electricity', 'Commute', 'Diet', 'Recycling']",6,7,"['Diet', 'Vacation', 'Electricity', 'Recycling', 'Commute', 'Food']",1,0,"['Commute', 'Vacation', 'Food', 'Electricity', 'Diet', 'Recycling']",6,12,"['Recycling', 'Vacation', 'Commute', 'Electricity', 'Diet', 'Food']",8,8,"['Vacation', 'Electricity', 'Food', 'Recycling', 'Diet', 'Commute']",9,5,"['Recycling', 'Food', 'Electricity', 'Commute', 'Diet', 'Vacation']",6,4,"['Diet', 'Food', 'Vacation', 'Electricity', 'Commute', 'Recycling']",8,14,"['Vacation', 'Electricity', 'Recycling', 'Diet', 'Food', 'Commute']",8,13,"['Commute', 'Food', 'Recycling', 'Electricity', 'Vacation', 'Diet']",7,9,"['Diet', 'Food', 'Recycling', 'Vacation', 'Commute', 'Electricity']",9,11,"['Food', 'Recycling', 'Electricity', 'Commute', 'Diet', 'Vacation']",7,3,"['Food', 'Diet', 'Vacation', 'Recycling', 'Electricity', 'Commute']",7,2,"['Diet', 'Recycling', 'Food', 'Vacation', 'Commute', 'Electricity']",-0.22,-0.0575,1.234,1.0872,0,0,0,1.294697,3.3,6,1964,5,6,6,6,6,5,6,6,6,3,6,6,6,6,6,6,5.75,"right-leaning",5.66666666666667,5.5,6,4.5,6,6,6,6,5.33333333333333
"19",19,"djimv51t","5f4650bde0e1d7016717bb5e","end","2023-10-27 15:44:49.816408",50,"Female","Higher education (Bachelor, Master, PhD)","30.501£ to 45.000£",1,1,3,4,"['Commute', 'Recycling', 'Diet', 'Vacation', 'Electricity', 'Food']",5,2,"['Electricity', 'Recycling', 'Commute', 'Diet', 'Food', 'Vacation']",5,12,"['Electricity', 'Recycling', 'Vacation', 'Commute', 'Food', 'Diet']",2,0,"['Recycling', 'Electricity', 'Commute', 'Diet', 'Food', 'Vacation']",4,6,"['Electricity', 'Commute', 'Vacation', 'Diet', 'Recycling', 'Food']",3,10,"['Food', 'Vacation', 'Recycling', 'Commute', 'Diet', 'Electricity']",4,8,"['Electricity', 'Diet', 'Recycling', 'Food', 'Vacation', 'Commute']",7,15,"['Electricity', 'Commute', 'Recycling', 'Food', 'Diet', 'Vacation']",5,9,"['Vacation', 'Electricity', 'Recycling', 'Commute', 'Food', 'Diet']",5,7,"['Commute', 'Recycling', 'Electricity', 'Diet', 'Food', 'Vacation']",5,11,"['Recycling', 'Food', 'Diet', 'Electricity', 'Commute', 'Vacation']",4,13,"['Electricity', 'Vacation', 'Commute', 'Diet', 'Recycling', 'Food']",4,3,"['Electricity', 'Vacation', 'Diet', 'Commute', 'Recycling', 'Food']",4,5,"['Commute', 'Diet', 'Food', 'Vacation', 'Electricity', 'Recycling']",5,1,"['Commute', 'Diet', 'Vacation', 'Recycling', 'Food', 'Electricity']",6,14,"['Vacation', 'Electricity', 'Recycling', 'Diet', 'Commute', 'Food']",-0.22,-0.0575,2.282,1.0872,1.11645,0,3.59,1.294697,9.1,4,1973,5,6,5,6,7,4,7,2,6,2,2,2,5,7,6,3,5.5,"left-leaning",4.41666666666667,5.5,4.5,4,2,6,4.5,5.83333333333333,3
"20",20,"bt485m12","5a01d867074b1900012512ef","end","2023-10-27 15:45:03.486839",30,"Female","Further education","23.001£ to 30.500£",1,1,5,3,"['Commute', 'Recycling', 'Diet', 'Food', 'Electricity', 'Vacation']",7,8,"['Food', 'Commute', 'Recycling', 'Diet', 'Vacation', 'Electricity']",6,2,"['Electricity', 'Diet', 'Recycling', 'Commute', 'Food', 'Vacation']",7,6,"['Vacation', 'Diet', 'Recycling', 'Electricity', 'Commute', 'Food']",7,7,"['Recycling', 'Electricity', 'Food', 'Diet', 'Commute', 'Vacation']",5,11,"['Diet', 'Recycling', 'Electricity', 'Vacation', 'Food', 'Commute']",4,13,"['Commute', 'Diet', 'Food', 'Vacation', 'Electricity', 'Recycling']",1,0,"['Commute', 'Food', 'Electricity', 'Vacation', 'Diet', 'Recycling']",4,12,"['Electricity', 'Recycling', 'Diet', 'Vacation', 'Food', 'Commute']",2,1,"['Food', 'Commute', 'Recycling', 'Diet', 'Electricity', 'Vacation']",6,14,"['Vacation', 'Electricity', 'Food', 'Diet', 'Recycling', 'Commute']",7,15,"['Vacation', 'Food', 'Commute', 'Diet', 'Electricity', 'Recycling']",5,9,"['Diet', 'Electricity', 'Commute', 'Vacation', 'Recycling', 'Food']",6,4,"['Food', 'Electricity', 'Recycling', 'Diet', 'Vacation', 'Commute']",5,10,"['Commute', 'Diet', 'Electricity', 'Food', 'Recycling', 'Vacation']",6,5,"['Vacation', 'Electricity', 'Food', 'Diet', 'Recycling', 'Commute']",-0.22,-0.0575,2.282,0.2726,0,0,0.36,1.294697,3.6,5,1993,2,2,2,3,5,1,5,1,7,1,1,6,1,7,5,1,2.25,"left-leaning",3.41666666666667,3,3,4,3.5,4,3,5.83333333333333,1
"21",21,"jm70elf5","63c014d48a1fb74f916f4158","end","2023-10-27 15:45:26.820710",59,"Female","Further education","< 18.000£",1,1,4,2,"['Electricity', 'Commute', 'Diet', 'Vacation', 'Recycling', 'Food']",4,4,"['Recycling', 'Electricity', 'Diet', 'Food', 'Commute', 'Vacation']",2,1,"['Commute', 'Diet', 'Food', 'Recycling', 'Vacation', 'Electricity']",4,7,"['Vacation', 'Diet', 'Food', 'Commute', 'Recycling', 'Electricity']",3,6,"['Food', 'Vacation', 'Recycling', 'Diet', 'Electricity', 'Commute']",5,11,"['Diet', 'Electricity', 'Food', 'Vacation', 'Commute', 'Recycling']",3,13,"['Diet', 'Electricity', 'Food', 'Vacation', 'Commute', 'Recycling']",5,9,"['Vacation', 'Commute', 'Food', 'Diet', 'Electricity', 'Recycling']",4,12,"['Diet', 'Recycling', 'Vacation', 'Commute', 'Food', 'Electricity']",5,15,"['Vacation', 'Commute', 'Food', 'Diet', 'Recycling', 'Electricity']",5,14,"['Electricity', 'Vacation', 'Diet', 'Recycling', 'Food', 'Commute']",4,10,"['Food', 'Diet', 'Recycling', 'Electricity', 'Commute', 'Vacation']",4,3,"['Diet', 'Commute', 'Recycling', 'Vacation', 'Food', 'Electricity']",4,5,"['Vacation', 'Food', 'Commute', 'Recycling', 'Electricity', 'Diet']",2,0,"['Diet', 'Recycling', 'Electricity', 'Vacation', 'Food', 'Commute']",3,8,"['Diet', 'Food', 'Commute', 'Recycling', 'Electricity', 'Vacation']",-0.22,-0.0575,1.053,0,0.1555,0,0,0.1031,1,3,1964,6,6,6,6,7,6,5,5,6,4,6,5,5,5,5,6,6,"left-leaning",5.41666666666667,6.5,5,5,5.5,5,5.5,5.5,5.33333333333333
"22",22,"20x874tf","5ebe6f716af68007472aff9a","end","2023-10-27 15:46:01.289277",56,"Female","Higher education (Bachelor, Master, PhD)","30.501£ to 45.000£",1,1,4,3,"['Commute', 'Food', 'Diet', 'Vacation', 'Recycling', 'Electricity']",5,14,"['Vacation', 'Recycling', 'Commute', 'Diet', 'Food', 'Electricity']",2,1,"['Vacation', 'Diet', 'Commute', 'Electricity', 'Food', 'Recycling']",3,11,"['Recycling', 'Vacation', 'Electricity', 'Commute', 'Food', 'Diet']",3,2,"['Vacation', 'Recycling', 'Diet', 'Food', 'Electricity', 'Commute']",3,6,"['Diet', 'Vacation', 'Electricity', 'Food', 'Recycling', 'Commute']",2,10,"['Diet', 'Recycling', 'Commute', 'Electricity', 'Food', 'Vacation']",3,8,"['Recycling', 'Food', 'Vacation', 'Commute', 'Diet', 'Electricity']",1,0,"['Diet', 'Commute', 'Electricity', 'Vacation', 'Food', 'Recycling']",2,7,"['Vacation', 'Electricity', 'Recycling', 'Diet', 'Food', 'Commute']",4,15,"['Electricity', 'Vacation', 'Recycling', 'Commute', 'Diet', 'Food']",2,4,"['Electricity', 'Commute', 'Diet', 'Vacation', 'Recycling', 'Food']",2,12,"['Recycling', 'Vacation', 'Commute', 'Electricity', 'Diet', 'Food']",2,5,"['Food', 'Recycling', 'Vacation', 'Diet', 'Electricity', 'Commute']",2,13,"['Electricity', 'Commute', 'Recycling', 'Diet', 'Vacation', 'Food']",3,9,"['Recycling', 'Electricity', 'Diet', 'Food', 'Vacation', 'Commute']",-0.33,-0.0575,1.234,1.0872,0,0,0,0.6988837,2.6,4,1966,6,6,6,6,7,2,7,5,7,4,4,7,6,7,7,6,6,"left-leaning",5.75,4.5,6,5.5,5.5,6.5,6.5,7,4.5
"23",23,"6kf6ac7i","652c3417a11e952e735149b6","end","2023-10-27 15:46:16.699254",44,"Female","Further education","30.501£ to 45.000£",1,1,9,10,"['Commute', 'Electricity', 'Vacation', 'Food', 'Recycling', 'Diet']",5,13,"['Diet', 'Commute', 'Food', 'Electricity', 'Vacation', 'Recycling']",4,2,"['Recycling', 'Diet', 'Commute', 'Electricity', 'Food', 'Vacation']",6,5,"['Vacation', 'Diet', 'Commute', 'Recycling', 'Electricity', 'Food']",7,6,"['Vacation', 'Recycling', 'Commute', 'Food', 'Electricity', 'Diet']",6,3,"['Commute', 'Vacation', 'Diet', 'Food', 'Electricity', 'Recycling']",6,15,"['Electricity', 'Commute', 'Recycling', 'Food', 'Diet', 'Vacation']",3,9,"['Recycling', 'Food', 'Electricity', 'Diet', 'Vacation', 'Commute']",1,1,"['Food', 'Electricity', 'Recycling', 'Diet', 'Commute', 'Vacation']",3,8,"['Diet', 'Food', 'Electricity', 'Commute', 'Recycling', 'Vacation']",2,14,"['Vacation', 'Food', 'Diet', 'Recycling', 'Commute', 'Electricity']",1,11,"['Vacation', 'Commute', 'Diet', 'Food', 'Recycling', 'Electricity']",1,0,"['Vacation', 'Commute', 'Electricity', 'Recycling', 'Diet', 'Food']",3,4,"['Vacation', 'Recycling', 'Diet', 'Commute', 'Food', 'Electricity']",2,12,"['Electricity', 'Diet', 'Commute', 'Food', 'Vacation', 'Recycling']",1,7,"['Commute', 'Electricity', 'Diet', 'Food', 'Recycling', 'Vacation']",-0.11,-0.0575,3.16,1.0872,0,0,2.07,0.6988837,6.8,10,1979,6,6,6,6,5,5,7,1,7,1,2,1,2,5,3,2,6,"right-leaning",3.41666666666667,5,4,4,1.5,3.5,2.5,4.66666666666667,2.16666666666667
"24",24,"mzp0bf3b","62b0a3fa60084743d22ad31c","end","2023-10-27 15:46:35.769864",33,"Female","Further education","18.000£ to 23.000£",1,1,4,4,"['Food', 'Diet', 'Recycling', 'Commute', 'Vacation', 'Electricity']",6,5,"['Food', 'Recycling', 'Electricity', 'Vacation', 'Commute', 'Diet']",6,7,"['Electricity', 'Food', 'Diet', 'Vacation', 'Commute', 'Recycling']",1,0,"['Food', 'Diet', 'Vacation', 'Electricity', 'Recycling', 'Commute']",6,14,"['Recycling', 'Food', 'Vacation', 'Electricity', 'Diet', 'Commute']",4,13,"['Commute', 'Vacation', 'Recycling', 'Electricity', 'Diet', 'Food']",6,2,"['Food', 'Vacation', 'Recycling', 'Diet', 'Commute', 'Electricity']",6,3,"['Vacation', 'Electricity', 'Food', 'Commute', 'Diet', 'Recycling']",5,6,"['Electricity', 'Vacation', 'Food', 'Commute', 'Recycling', 'Diet']",7,11,"['Vacation', 'Commute', 'Food', 'Recycling', 'Electricity', 'Diet']",6,8,"['Electricity', 'Food', 'Commute', 'Recycling', 'Vacation', 'Diet']",9,15,"['Electricity', 'Food', 'Commute', 'Vacation', 'Diet', 'Recycling']",5,1,"['Food', 'Electricity', 'Vacation', 'Commute', 'Diet', 'Recycling']",5,9,"['Food', 'Electricity', 'Diet', 'Vacation', 'Commute', 'Recycling']",6,12,"['Diet', 'Electricity', 'Vacation', 'Commute', 'Recycling', 'Food']",4,10,"['Food', 'Vacation', 'Commute', 'Electricity', 'Diet', 'Recycling']",-0.22,-0.0575,2.282,4.0896,0,0.0729,0.9,1.294697,8.4,5,1990,5,5,5,5,5,4,2,1,7,1,1,1,5,7,3,3,5,"left-leaning",3.33333333333333,4.5,1.5,4,1,6,3,4.16666666666667,2.5
