"","participant.id_in_session","participant.code","participant.label","participant._current_page_name","participant.time_started_utc","age","gender","education","income","dataScience","dataTeach","1.player.rating0","1.player.vignetteNumber","1.player.order_behavior_types","2.player.rating0","2.player.vignetteNumber","2.player.order_behavior_types","3.player.rating0","3.player.vignetteNumber","3.player.order_behavior_types","4.player.rating0","4.player.vignetteNumber","4.player.order_behavior_types","5.player.rating0","5.player.vignetteNumber","5.player.order_behavior_types","6.player.rating0","6.player.vignetteNumber","6.player.order_behavior_types","7.player.rating0","7.player.vignetteNumber","7.player.order_behavior_types","8.player.rating0","8.player.vignetteNumber","8.player.order_behavior_types","9.player.rating0","9.player.vignetteNumber","9.player.order_behavior_types","10.player.rating0","10.player.vignetteNumber","10.player.order_behavior_types","11.player.rating0","11.player.vignetteNumber","11.player.order_behavior_types","12.player.rating0","12.player.vignetteNumber","12.player.order_behavior_types","13.player.rating0","13.player.vignetteNumber","13.player.order_behavior_types","14.player.rating0","14.player.vignetteNumber","14.player.order_behavior_types","15.player.rating0","15.player.vignetteNumber","15.player.order_behavior_types","16.player.rating0","16.player.vignetteNumber","16.player.order_behavior_types","footprint.regional","footprint.recycling","footprint.diet","footprint.travel.car","footprint.travel.bus","footprint.travel.train","footprint.flying","footprint.electricity","total_co2","conservative_liberal","age_year","climate_change_concern1","climate_change_concern2","climate_change_concern3","climate_change_concern4","policy_item1","policy_item2","policy_item3","policy_item4","policy_item5","policy_item6","policy_item7","policy_item8","policy_item9","policy_item10","policy_item11","policy_item12","cc_concern.mean","conservative_liberal.binary","policy.support.total","policy.car","policy.flying","policy.RE","policy.meat","policy.recycle","policy.regional_food","policies.subsidies","policies.taxes"
"200",200,"j3y5vw93","62c7e2035db496124cf69b56","end","2023-10-27 16:21:36.172293",45,"Female","Higher education (Bachelor, Master, PhD)","30.501£ to 45.000£",1,1,6,7,"['Diet', 'Food', 'Vacation', 'Commute', 'Recycling', 'Electricity']",8,2,"['Food', 'Vacation', 'Commute', 'Diet', 'Electricity', 'Recycling']",7,10,"['Diet', 'Food', 'Electricity', 'Recycling', 'Vacation', 'Commute']",7,6,"['Recycling', 'Electricity', 'Diet', 'Commute', 'Vacation', 'Food']",9,14,"['Food', 'Recycling', 'Diet', 'Vacation', 'Commute', 'Electricity']",8,3,"['Diet', 'Food', 'Electricity', 'Vacation', 'Commute', 'Recycling']",4,1,"['Commute', 'Vacation', 'Diet', 'Electricity', 'Food', 'Recycling']",5,4,"['Electricity', 'Recycling', 'Food', 'Commute', 'Vacation', 'Diet']",6,13,"['Recycling', 'Food', 'Diet', 'Commute', 'Electricity', 'Vacation']",6,9,"['Recycling', 'Vacation', 'Diet', 'Commute', 'Electricity', 'Food']",7,11,"['Recycling', 'Food', 'Commute', 'Electricity', 'Vacation', 'Diet']",6,0,"['Commute', 'Electricity', 'Food', 'Recycling', 'Vacation', 'Diet']",7,5,"['Recycling', 'Food', 'Commute', 'Vacation', 'Diet', 'Electricity']",7,8,"['Food', 'Electricity', 'Vacation', 'Diet', 'Commute', 'Recycling']",9,15,"['Food', 'Vacation', 'Electricity', 'Diet', 'Recycling', 'Commute']",9,12,"['Electricity', 'Vacation', 'Diet', 'Recycling', 'Food', 'Commute']",-0.11,-0.0575,2.282,0.2726,0,0.0729,2.07,0.1031,4.6,4,1978,5,6,6,6,6,4,2,2,6,2,1,7,7,7,7,4,5.75,"left-leaning",4.58333333333333,5,2,4,4,7,5.5,5.83333333333333,3.33333333333333
"201",201,"k7j39rfi","5c93b062c9d93b0015fcbc02","end","2023-10-27 16:22:44.916572",40,"Female","Higher education (Bachelor, Master, PhD)","< 18.000£",1,1,3,1,"['Electricity', 'Diet', 'Commute', 'Food', 'Recycling', 'Vacation']",2,10,"['Electricity', 'Diet', 'Recycling', 'Vacation', 'Food', 'Commute']",5,14,"['Food', 'Recycling', 'Vacation', 'Electricity', 'Diet', 'Commute']",3,4,"['Food', 'Recycling', 'Commute', 'Diet', 'Vacation', 'Electricity']",5,11,"['Recycling', 'Commute', 'Diet', 'Vacation', 'Food', 'Electricity']",3,7,"['Food', 'Commute', 'Vacation', 'Diet', 'Electricity', 'Recycling']",4,12,"['Vacation', 'Diet', 'Commute', 'Electricity', 'Recycling', 'Food']",2,0,"['Recycling', 'Vacation', 'Diet', 'Commute', 'Food', 'Electricity']",6,15,"['Recycling', 'Vacation', 'Food', 'Diet', 'Electricity', 'Commute']",4,9,"['Commute', 'Recycling', 'Electricity', 'Vacation', 'Diet', 'Food']",4,13,"['Recycling', 'Electricity', 'Vacation', 'Food', 'Commute', 'Diet']",5,2,"['Recycling', 'Diet', 'Vacation', 'Food', 'Electricity', 'Commute']",4,5,"['Electricity', 'Recycling', 'Commute', 'Diet', 'Vacation', 'Food']",5,3,"['Diet', 'Vacation', 'Food', 'Recycling', 'Commute', 'Electricity']",6,6,"['Vacation', 'Recycling', 'Commute', 'Electricity', 'Diet', 'Food']",7,8,"['Commute', 'Food', 'Electricity', 'Recycling', 'Diet', 'Vacation']",-0.22,-0.0575,2.282,0.2726,0,0,0,0.6988837,3,5,1983,6,6,6,6,7,3,7,4,7,1,1,4,5,7,7,4,6,"left-leaning",4.75,5,5.5,4,2.5,6,5.5,6.5,3
"202",202,"p5e08wu5","594a8e2eeaa18e000163f6cd","end","2023-10-27 16:24:32.570411",46,"Female","Higher education (Bachelor, Master, PhD)","< 18.000£",1,1,5,5,"['Electricity', 'Vacation', 'Recycling', 'Food', 'Commute', 'Diet']",2,2,"['Recycling', 'Commute', 'Vacation', 'Diet', 'Electricity', 'Food']",8,6,"['Electricity', 'Recycling', 'Commute', 'Vacation', 'Food', 'Diet']",1,7,"['Recycling', 'Food', 'Vacation', 'Diet', 'Electricity', 'Commute']",5,4,"['Food', 'Diet', 'Commute', 'Vacation', 'Recycling', 'Electricity']",6,9,"['Diet', 'Recycling', 'Commute', 'Electricity', 'Vacation', 'Food']",4,15,"['Commute', 'Recycling', 'Diet', 'Electricity', 'Food', 'Vacation']",1,3,"['Electricity', 'Diet', 'Vacation', 'Recycling', 'Commute', 'Food']",2,1,"['Food', 'Vacation', 'Diet', 'Recycling', 'Electricity', 'Commute']",5,14,"['Vacation', 'Diet', 'Commute', 'Electricity', 'Recycling', 'Food']",9,12,"['Diet', 'Commute', 'Food', 'Recycling', 'Electricity', 'Vacation']",8,8,"['Recycling', 'Diet', 'Commute', 'Electricity', 'Vacation', 'Food']",9,13,"['Commute', 'Vacation', 'Diet', 'Electricity', 'Recycling', 'Food']",7,0,"['Diet', 'Commute', 'Electricity', 'Food', 'Vacation', 'Recycling']",2,10,"['Recycling', 'Commute', 'Diet', 'Electricity', 'Vacation', 'Food']",6,11,"['Diet', 'Commute', 'Recycling', 'Food', 'Vacation', 'Electricity']",-0.33,0,2.282,0.2726,0.1555,0.0729,0.36,1.294697,3.7,9,1977,1,1,1,1,6,1,1,1,1,1,1,1,1,5,5,1,1,"right-leaning",2.08333333333333,3.5,1,1,1,3,3,3.16666666666667,1
"203",203,"i0fs8t0p","61f2ae2da09e72f23cbafa4f","end","2023-10-27 16:45:24.444255",25,"Male","Higher education (Bachelor, Master, PhD)","< 18.000£",1,1,6,13,"['Recycling', 'Diet', 'Vacation', 'Commute', 'Electricity', 'Food']",5,5,"['Electricity', 'Food', 'Vacation', 'Commute', 'Recycling', 'Diet']",3,3,"['Diet', 'Recycling', 'Electricity', 'Vacation', 'Commute', 'Food']",2,14,"['Commute', 'Vacation', 'Food', 'Recycling', 'Electricity', 'Diet']",7,12,"['Commute', 'Recycling', 'Food', 'Electricity', 'Vacation', 'Diet']",6,4,"['Diet', 'Electricity', 'Vacation', 'Commute', 'Food', 'Recycling']",4,11,"['Food', 'Electricity', 'Commute', 'Recycling', 'Vacation', 'Diet']",5,9,"['Diet', 'Recycling', 'Electricity', 'Food', 'Vacation', 'Commute']",10,1,"['Food', 'Vacation', 'Electricity', 'Recycling', 'Commute', 'Diet']",8,10,"['Food', 'Diet', 'Electricity', 'Commute', 'Vacation', 'Recycling']",4,2,"['Vacation', 'Food', 'Diet', 'Electricity', 'Commute', 'Recycling']",10,0,"['Food', 'Recycling', 'Diet', 'Commute', 'Vacation', 'Electricity']",6,6,"['Food', 'Electricity', 'Diet', 'Vacation', 'Recycling', 'Commute']",5,8,"['Vacation', 'Recycling', 'Diet', 'Electricity', 'Food', 'Commute']",2,15,"['Vacation', 'Diet', 'Commute', 'Recycling', 'Electricity', 'Food']",7,7,"['Vacation', 'Recycling', 'Food', 'Diet', 'Electricity', 'Commute']",0,-0.0575,3.16,0.2726,0,0,0,1.294697,4.7,5,1998,5,4,4,3,5,4,4,3,4,5,6,5,4,5,6,5,4,"left-leaning",4.66666666666667,4.5,3.5,4.5,5.5,4.5,5.5,4.83333333333333,4.5
"204",204,"p3em6whg","5b2c0994f1ca3c000190196a","end","2023-10-27 16:45:29.706636",39,"Female","Higher education (Bachelor, Master, PhD)","30.501£ to 45.000£",1,1,4,13,"['Recycling', 'Vacation', 'Commute', 'Food', 'Electricity', 'Diet']",3,1,"['Food', 'Diet', 'Commute', 'Electricity', 'Vacation', 'Recycling']",5,10,"['Recycling', 'Diet', 'Electricity', 'Commute', 'Vacation', 'Food']",7,8,"['Food', 'Electricity', 'Diet', 'Vacation', 'Recycling', 'Commute']",5,4,"['Vacation', 'Diet', 'Commute', 'Electricity', 'Recycling', 'Food']",1,0,"['Commute', 'Recycling', 'Electricity', 'Food', 'Diet', 'Vacation']",5,12,"['Recycling', 'Commute', 'Vacation', 'Food', 'Diet', 'Electricity']",7,5,"['Recycling', 'Diet', 'Electricity', 'Vacation', 'Commute', 'Food']",8,2,"['Commute', 'Electricity', 'Diet', 'Vacation', 'Recycling', 'Food']",6,9,"['Electricity', 'Food', 'Vacation', 'Recycling', 'Diet', 'Commute']",6,7,"['Diet', 'Vacation', 'Electricity', 'Commute', 'Recycling', 'Food']",6,6,"['Vacation', 'Food', 'Recycling', 'Electricity', 'Commute', 'Diet']",7,3,"['Food', 'Electricity', 'Diet', 'Vacation', 'Commute', 'Recycling']",9,15,"['Food', 'Electricity', 'Commute', 'Diet', 'Recycling', 'Vacation']",7,14,"['Diet', 'Commute', 'Electricity', 'Food', 'Vacation', 'Recycling']",7,11,"['Electricity', 'Commute', 'Recycling', 'Food', 'Vacation', 'Diet']",-0.33,-0.0575,1.234,0.2726,0,0,0,1.294697,2.4,7,1983,6,6,6,6,3,4,5,6,6,4,7,6,7,7,7,7,6,"right-leaning",5.75,3.5,5.5,5,6.5,7,7,5.66666666666667,5.83333333333333
"205",205,"qbd4bzhq","5eac2b53f9860926271f3436","end","2023-10-27 16:45:33.609427",24,"Male","Higher education (Bachelor, Master, PhD)","< 18.000£",1,1,4,5,"['Electricity', 'Recycling', 'Food', 'Vacation', 'Commute', 'Diet']",5,11,"['Commute', 'Vacation', 'Diet', 'Electricity', 'Recycling', 'Food']",6,6,"['Food', 'Electricity', 'Vacation', 'Diet', 'Recycling', 'Commute']",4,9,"['Recycling', 'Food', 'Diet', 'Commute', 'Electricity', 'Vacation']",5,12,"['Vacation', 'Commute', 'Diet', 'Recycling', 'Electricity', 'Food']",4,10,"['Commute', 'Recycling', 'Diet', 'Vacation', 'Food', 'Electricity']",4,8,"['Food', 'Diet', 'Electricity', 'Vacation', 'Recycling', 'Commute']",2,1,"['Electricity', 'Diet', 'Food', 'Commute', 'Vacation', 'Recycling']",3,0,"['Electricity', 'Food', 'Recycling', 'Commute', 'Vacation', 'Diet']",3,7,"['Vacation', 'Commute', 'Recycling', 'Electricity', 'Food', 'Diet']",5,15,"['Food', 'Commute', 'Diet', 'Electricity', 'Recycling', 'Vacation']",5,14,"['Vacation', 'Diet', 'Recycling', 'Commute', 'Electricity', 'Food']",3,4,"['Diet', 'Recycling', 'Vacation', 'Electricity', 'Food', 'Commute']",5,13,"['Vacation', 'Electricity', 'Commute', 'Food', 'Recycling', 'Diet']",4,2,"['Commute', 'Food', 'Recycling', 'Electricity', 'Vacation', 'Diet']",3,3,"['Vacation', 'Food', 'Recycling', 'Commute', 'Diet', 'Electricity']",-0.22,-0.0575,2.282,0.2726,0,0.0729,0.9,1.294697,4.5,6,1999,5,5,5,5,7,1,6,3,7,3,4,5,5,6,6,6,5,"right-leaning",4.91666666666667,4,4.5,5,4.5,5.5,6,6.16666666666667,3.66666666666667
"206",206,"obluemh9","6070388ecc8d1f63c6349b7b","end","2023-10-27 16:45:48.513810",24,"Female","Higher education (Bachelor, Master, PhD)","18.000£ to 23.000£",1,1,6,4,"['Diet', 'Vacation', 'Food', 'Electricity', 'Commute', 'Recycling']",4,5,"['Food', 'Commute', 'Diet', 'Vacation', 'Electricity', 'Recycling']",7,14,"['Diet', 'Food', 'Electricity', 'Vacation', 'Recycling', 'Commute']",4,13,"['Electricity', 'Recycling', 'Food', 'Vacation', 'Diet', 'Commute']",4,8,"['Electricity', 'Recycling', 'Food', 'Diet', 'Vacation', 'Commute']",5,15,"['Commute', 'Recycling', 'Diet', 'Food', 'Electricity', 'Vacation']",4,2,"['Vacation', 'Electricity', 'Diet', 'Commute', 'Food', 'Recycling']",4,12,"['Commute', 'Food', 'Diet', 'Recycling', 'Vacation', 'Electricity']",3,3,"['Diet', 'Commute', 'Food', 'Vacation', 'Recycling', 'Electricity']",4,11,"['Vacation', 'Recycling', 'Food', 'Diet', 'Electricity', 'Commute']",4,7,"['Vacation', 'Commute', 'Diet', 'Food', 'Recycling', 'Electricity']",3,9,"['Food', 'Diet', 'Recycling', 'Electricity', 'Commute', 'Vacation']",1,0,"['Electricity', 'Recycling', 'Diet', 'Food', 'Vacation', 'Commute']",3,6,"['Food', 'Vacation', 'Electricity', 'Recycling', 'Commute', 'Diet']",2,1,"['Commute', 'Food', 'Diet', 'Vacation', 'Electricity', 'Recycling']",2,10,"['Recycling', 'Vacation', 'Commute', 'Electricity', 'Diet', 'Food']",-0.11,-0.0575,2.282,0.2726,0,0,0.9,1.294697,4.6,1,1998,6,6,6,6,6,1,4,3,6,1,3,6,1,7,6,1,6,"left-leaning",3.75,3.5,3.5,3.5,4.5,4,3.5,5.83333333333333,1.66666666666667
"207",207,"lkro20f5","653bb49a8e1861e775916053","introduction_consent","2023-10-27 16:51:15.914213",NA,"","","",0,0,NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"208",208,"6mz5i6hi","","","",NA,"","","",0,0,NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"209",209,"132d2isb","","","",NA,"","","",0,0,NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"210",210,"aila98gv","","","",NA,"","","",0,0,NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"211",211,"5t6rr2qc","","","",NA,"","","",0,0,NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"212",212,"pqujb8j5","","","",NA,"","","",0,0,NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"213",213,"6id7ylv6","","","",NA,"","","",0,0,NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"214",214,"ch5pz5kr","","","",NA,"","","",0,0,NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"215",215,"m4d8cgiq","","","",NA,"","","",0,0,NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"216",216,"zjyv1iqd","","","",NA,"","","",0,0,NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"217",217,"4hiql2lu","","","",NA,"","","",0,0,NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"218",218,"syr88wth","","","",NA,"","","",0,0,NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"219",219,"x6qkm4jg","","","",NA,"","","",0,0,NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"220",220,"ecr2auwx","","","",NA,"","","",0,0,NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"221",221,"5ysxbu7x","","","",NA,"","","",0,0,NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"222",222,"9qjmncs3","","","",NA,"","","",0,0,NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"223",223,"x4vpn7s3","","","",NA,"","","",0,0,NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"224",224,"bowxrd2i","","","",NA,"","","",0,0,NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"225",225,"aalmntw3","","","",NA,"","","",0,0,NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"226",226,"yx9qd3c0","","","",NA,"","","",0,0,NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"227",227,"56w3zpkt","","","",NA,"","","",0,0,NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"228",228,"esd64qk4","","","",NA,"","","",0,0,NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"229",229,"bepvnw2g","","","",NA,"","","",0,0,NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"230",230,"ykeu6gja","","","",NA,"","","",0,0,NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"231",231,"95lxa777","","","",NA,"","","",0,0,NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"232",232,"fdajdwy5","","","",NA,"","","",0,0,NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
